buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,location_fingerprint
2514,GUÉRITES CHARLAND - FRANCON(2),"Boulevard  Saint-Michel , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,VILLERAY/ST-MICHEL/PARC-EXTENS,2002.0,22.48,22.48,18.6,1.0,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
2515,ABRI FERMÉ PRÈS POMPE ESSENCE NO 10,"1330 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,ROSEMONT / PETITE-PATRIE,1995.0,6.7,,5.3,1.0,0.0,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2522,ENTREPÔT DU COMPLEXE NOTRE-DAME,"6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,SUD-OUEST,1992.0,384.44,384.44,370.49,1.0,0.0,,,0.5,0.5,B:SUD-OUEST|S:RUE  NOTRE-DAME O
2525,ABRI JARDIN COMM. DU PARC MÉDÉRIC-MARTIN,"Avenue  Gascon , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,VILLE-MARIE,1990.0,16.0,,16.0,1.0,,,,0.5,0.5,B:VILLE-MARIE
2530,ENTREPOT DU GOLF MUNICIPAL,"4235 Rue  Viau , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,ROSEMONT / PETITE-PATRIE,1991.0,46.0,,46.0,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  VIAU
2532,ENTREPÔT R.D.D. ÉCO-CENTRE ACADIE,"1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,AHUNTSIC / CARTIERVILLE,1997.0,19.3,0.0,19.3,1.0,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  HENRI-BOU
2534,MARCHÉ MAISONNEUVE ( NOUVEAU ),"4445 Rue  Ontario E, Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Marché public,MERCIER/HOCHELAGA/ MAISONNEUVE,1996.0,1273.5,,1273.5,1.0,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  ONTARIO E
2535,CHALET DU PARC DE LA PROMENADE-BELLERIVE,"8300 Rue  Bellerive , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1997.0,173.95,173.95,153.5,1.0,0.0,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  BELLERIVE
2537,"ENTREPÔT EN TÔLE ""OUEST"",COUR SERV.N.D.","6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,SUD-OUEST,1991.0,101.66,101.66,95.41,1.0,0.0,,,0.5,0.5,B:SUD-OUEST|S:RUE  NOTRE-DAME O
2538,"ENTREPÔT EN TÔLE ""EST"", COUR SERV. N.D.","6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,SUD-OUEST,1991.0,101.66,101.66,95.41,1.0,0.0,,,0.5,0.5,B:SUD-OUEST|S:RUE  NOTRE-DAME O
2539,"SOUS-STATION ÉLECT., COMPLEXE NOTRE-DAME","6000 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,SUD-OUEST,1969.0,1.0,,1.0,,,,,0.5,0.5,B:SUD-OUEST|S:RUE  NOTRE-DAME O
2543,CHALET DU PARC CHAMPDORÉ,"2400 Rue  Champdoré , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLERAY/ST-MICHEL/PARC-EXTENS,1998.0,147.74,147.74,131.1,1.0,0.0,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
2544,ABRI-OUVERT (4 SUPPORTS D'ÉPANDEUSES),"3569 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chevalet d'estivation,VILLERAY/ST-MICHEL/PARC-EXTENS,1990.0,120.0,,120.0,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE  JARRY E
2545,ABRI-OUVERT (2 SUPPORTS D'ÉPANDEUSES),"3569 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chevalet d'estivation,VILLERAY/ST-MICHEL/PARC-EXTENS,1990.0,60.0,,60.0,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE  JARRY E
2546,PAVILLON DES LOTUS DU JARDIN DE CHINE,"4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Lieu d'exposition,ROSEMONT / PETITE-PATRIE,1991.0,429.8,,429.8,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SHERBROOKE E
2547,PDQ NO 38 EST (OPER.),"1033 Rue  Rachel E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Poste de police,PLATEAU MONT-ROYAL,1990.0,3025.4,769.3,2880.6,3.0,1.0,,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  RACHEL E
2550,"CABANON HORTICOLE, JARDIN ALPIN","4101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1995.0,25.4,25.4,25.4,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SHERBROOKE E
2552,GARAGE DE LA COUR DARLINGTON,"6960 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,2227.76,1654.09,2099.19,2.0,0.0,1.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE DARLINGTON
2553,ENTREPÔT DE LA COUR DARLINGTON,"6960 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,197.27,197.27,179.92,1.0,0.0,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE DARLINGTON
2554,ENTREPÔT SEL/SABLE DE LA COUR DARLINGTON,"6990 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Abri ouvert,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,467.29,533.28,445.6,1.0,0.0,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE DARLINGTON
2555,"CHEVALET D'ESTIVATION, COUR DARLINGTON","6960 Avenue de Darlington , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,COTE-DES-NEIGES / N-D-DE-GRACE,1997.0,200.0,,200.0,,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE DARLINGTON
2556,INFRA.ÉLEC.MINI-PARC ST-JEAN-DE-LA-LANDE,"5015 Avenue  9e , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,ROSEMONT / PETITE-PATRIE,,11.0,11.0,11.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2558,TUNNEL : HDV  L.SAULNIER,"85 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Tunnel,VILLE-MARIE,,1.0,,1.0,,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  NOTRE-DAME E
2559,CHALET DU PARC FÉLIX-LECLERC,"6700 Rue  François-Boivin , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1999.0,101.58,101.6,87.9,1.0,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
2561,ABRI  FERMÉ PRÈS POMPE ESSENCE DICKSON,"2220 Rue  Dickson , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri fermé,MERCIER/HOCHELAGA/ MAISONNEUVE,1996.0,5.3,5.3,5.3,1.0,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  DICKSON
2562,"PAVILLON D'ACCUEIL , ÉCO-CENTRE ACADIE","1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,AHUNTSIC / CARTIERVILLE,1997.0,53.17,53.17,43.6,1.0,0.0,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  HENRI-BOU
2563,ENTREPÔT RÉEMPLOI ÉCO-CENTRE  ACADIE,"1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,AHUNTSIC / CARTIERVILLE,1997.0,60.62,60.62,52.9,1.0,0.0,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  HENRI-BOU
2564,"PAVILLON D'ACCUEIL, ÉCO-CENTRE P.-PATRIE","1100 Rue des Carrières E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,ROSEMONT / PETITE-PATRIE,1995.0,53.17,,43.9,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2565,ENTREPÔTS RÉEMPLOI ÉCO-CENTRE P-PATRIE,"1100 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,ROSEMONT / PETITE-PATRIE,1995.0,73.35,74.3,73.34,1.0,0.0,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2566,"PAVILLON D'ACCUEIL, ÉCO-CENTRE ST-MICHEL","2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,VILLERAY/ST-MICHEL/PARC-EXTENS,1999.0,206.67,116.51,172.6,2.0,0.0,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE DES REGRATTIERS 
2567,ENTREPÔT RÉEMPLOI  ÉCO-CENTRE ST-MICHEL,"2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,VILLERAY/ST-MICHEL/PARC-EXTENS,1999.0,96.02,96.02,86.24,1.0,0.0,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE DES REGRATTIERS 
2568,"PAVILLON D'ACCUEIL,ÉCO-CENTRE C-D-NEIGES","6925 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,COTE-DES-NEIGES / N-D-DE-GRACE,1999.0,53.17,53.17,43.6,1.0,0.0,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
2569,ENTREPÔT DE RÉEMPLOI  ÉCO-CENTRE C-D-N,"6925 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage non-chauffé,COTE-DES-NEIGES / N-D-DE-GRACE,1999.0,96.12,96.12,86.3,1.0,0.0,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
2570,"PAVILLON D'ACCUEIL, ÉCO-CENTRE RDP","11400 Rue  Léopold-Christin , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,R-D-P / P-A-T,2003.0,60.88,,50.8,1.0,,,,0.5,0.5,B:R-D-P / P-A-T
2571,ENTREPÔT  RÉEMPLOI ÉCO-CENTRE RDP,"11400 Rue  Léopold-Christin , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,R-D-P / P-A-T,2003.0,92.4,,92.4,1.0,,,,0.5,0.5,B:R-D-P / P-A-T
2574,SOUS-STATION ÉLECTRIQUE DEVILLE/2E AVE,"Rue  Deville , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,VILLERAY/ST-MICHEL/PARC-EXTENS,,3.0,3.0,3.0,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
2575,PATAUGEOIRE DU PARC JOSEPH-PARÉ,"6525 Rue  41e , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,ROSEMONT / PETITE-PATRIE,1999.0,54.0,,54.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2578,SCÈNE EXTÉRIEURE,"Rue  Bellerive , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,,105.0,,105.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
2579,L'ABRI EST,"Rue  Bellerive , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,1995.0,36.0,36.0,36.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
2580,"CHEVALET D'ESTIVATION, COUR POINCARÉ","999 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,AHUNTSIC / CARTIERVILLE,1970.0,88.0,88.0,88.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  HENRI-BOU
2581,"CHEVALET D'ESTIVATION, COUR PORT-ROYAL","390 Rue de Port-Royal E, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,AHUNTSIC / CARTIERVILLE,,29.0,29.0,29.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:RUE DE PORT-ROYAL E
2582,ENTREPÔT MOBILE NON CHAUFFÉ C. POINCARÉ,"999 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,AHUNTSIC / CARTIERVILLE,,40.0,40.0,40.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  HENRI-BOU
2583,"CHEVALET D'ESTIVATION, COUR LAURENTIEN","6100 Rue  De Pontgravé , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,AHUNTSIC / CARTIERVILLE,,36.0,36.0,36.0,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
2598,BELVÉDÈRE MOUSSEAU,"Rue  Bellerive , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,MERCIER/HOCHELAGA/ MAISONNEUVE,,25.0,0.0,25.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
2599,PAVILLON D'ACCUEIL - ÉCO-CENTRE LASALLE,"7272 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,LASALLE,2010.0,312.75,269.54,269.54,1.0,1.0,,,0.5,0.5,B:LASALLE|S:RUE  SAINT-PATRICK
2600,ENTREPÔT DE RÉEMPLOI  ÉCO-CENTRE LASALLE,"7272 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,LASALLE,2010.0,344.76,344.76,309.2,1.0,0.0,,,0.5,0.5,B:LASALLE|S:RUE  SAINT-PATRICK
2602,GUÉRITE ÉCO-CENTRE ST-MICHEL,"2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,VILLERAY/ST-MICHEL/PARC-EXTENS,,6.32,0.0,4.14,1.0,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE DES REGRATTIERS 
2603,GUÉRITE ÉCO-CENTRE ACADIE,"1200 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,AHUNTSIC / CARTIERVILLE,1997.0,6.32,0.0,4.14,1.0,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  HENRI-BOU
2604,GUÉRITE ÉCO-CENTRE RIVIÈRE-DES-PRAIRIES,"11400 Rue  Léopold-Christin , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,R-D-P / P-A-T,,3.6,0.0,3.6,1.0,,,,0.5,0.5,B:R-D-P / P-A-T
2605,GUÉRITE ÉCO-CENTRE PETITE-PATRIE,"1100 Rue des Carrières , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Guérite,ROSEMONT / PETITE-PATRIE,,6.32,0.0,4.14,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2606,ENTREPÔT RDD ÉCO-CENTRE LASALLE,"7272 Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,LASALLE,,25.0,0.0,25.0,,,,,0.5,0.5,B:LASALLE|S:RUE  SAINT-PATRICK
2607,ENTREPÔT RDD ÉCO-CENTRE ST-MICHEL,"2475 Rue des Regrattiers (MTL) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,VILLERAY/ST-MICHEL/PARC-EXTENS,,19.25,0.0,19.25,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE DES REGRATTIERS 
2608,ENTREPÔT RDD ÉCO-CENTRE PETITE-PATRIE,"1100 Rue des Carrières , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,ROSEMONT / PETITE-PATRIE,,12.0,0.0,12.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2612,GAZEBO PARC DU PORTUGAL,", Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,PLATEAU MONT-ROYAL,1991.0,65.59,65.59,65.59,1.0,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL
2613,GUÉRITE ÉCO-CENTRE CÔTE-DES-NEIGES,"6925 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,COTE-DES-NEIGES / N-D-DE-GRACE,,9.59,8.64,7.92,1.0,0.0,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
2617,ENCLOS SEL/SABLE COUR SERVICE SUD-OUEST,"Rue  Saint-Patrick , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Industriel,Abri à abrasif,SUD-OUEST,,122.0,122.0,122.0,,,,,0.5,0.5,B:SUD-OUEST
2619,DÔME DU STADE HÉBERT,"7675 Rue  Colbert , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Stade / gradins,SAINT-LÉONARD,2010.0,9045.95,9045.95,8807.4,1.0,,,,0.5,0.5,B:SAINT-LÉONARD|S:RUE  COLBERT
2620,ATELIERS ET BUREAUX ADMIN. ATWATER,"999 Rue  Dupuis , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Espace à bureaux,SUD-OUEST,2018.0,4054.32,0.0,3819.2,2.0,1.0,,,0.5,0.5,B:SUD-OUEST|S:RUE  DUPUIS
2621,COMPLEXE SPORTIF MARIE-VICTORIN,"7000 Boulevard  Maurice-Duplessis , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,R-D-P / P-A-T,2010.0,15587.31,6238.54,15289.5,1.0,1.0,1.0,,0.5,0.5,B:R-D-P / P-A-T|S:BOULEVARD  MAURICE-D
2622,PAVILLON DES BAIGNEURS PARC HANS-SELYE,"7521 Avenue  André-Ampère , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,R-D-P / P-A-T,2019.0,696.66,547.62,642.5,1.0,1.0,,,0.5,0.5,B:R-D-P / P-A-T
2623,PISCINE OLYMPIQUE PARC HANS-SELYE,"7521 Avenue  André-Ampère , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Piscine extérieure,R-D-P / P-A-T,2019.0,3462.0,3462.0,3462.0,,,,,0.5,0.5,B:R-D-P / P-A-T
2624,BIBLIOTHÈQUE - SALLE MADELAINE-LAHAYE,"500 Montée de l' Église (IBZ) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre culturel,L'ÎLE-BIZARD / STE-GENEVIÈVE,2017.0,832.0,0.0,832.0,1.0,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
2625,JEU D'EAU PARC SAINT-VINCENT-FERRIER,"Avenue  Henri-Julien , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,VILLERAY/ST-MICHEL/PARC-EXTENS,2016.0,283.0,283.0,283.0,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
2627,JEU D'EAU PARC ST-MARCEL,"Avenue  6e , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,R-D-P / P-A-T,2018.0,230.0,230.0,230.0,,,,,0.5,0.5,B:R-D-P / P-A-T
2628,JEU D'EAU PARC ST-JOSEPH,"Place  Perras , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,R-D-P / P-A-T,2017.0,82.0,82.0,82.0,,,,,0.5,0.5,B:R-D-P / P-A-T
2629,JEU D'EAU PARC RENÉ-VAUTELET,"Rue  Albert-Chamberland , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,R-D-P / P-A-T,2018.0,237.0,237.0,237.0,,,,,0.5,0.5,B:R-D-P / P-A-T
2631,JEU D'EAU PARC PERHR-KALM,"Rue  Marcel-Raymond , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,R-D-P / P-A-T,2013.0,140.0,140.0,140.0,,,,,0.5,0.5,B:R-D-P / P-A-T
2636,PAVILLON BAIGNEURS DE LA LOUISIANE,"6250 Avenue  35e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,2020.0,232.0,232.0,232.0,1.0,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2637,JEU D'EAU DE LA LOUISIANE,"6244 Avenue  35e , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Jeu d'eau,ROSEMONT / PETITE-PATRIE,2020.0,1.0,1.0,1.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
2638,REMISE PARC LA SAVANE,"5111 Rue  Paré , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,COTE-DES-NEIGES / N-D-DE-GRACE,,32.0,32.0,32.0,1.0,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
2639,COMPLEXE SPORTIF SAINT-JEAN-VIANNEY,"12640 Boulevard  Gouin E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,R-D-P / P-A-T,,25969.47,22514.84,16318.6,2.0,,,,0.5,0.5,B:R-D-P / P-A-T|S:BOULEVARD  GOUIN E
2640,PLAZA HUTCHISON,"7290 Rue  Hutchison , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Administratif,Espace à bureaux,VILLERAY/ST-MICHEL/PARC-EXTENS,,5235.0,890.0,5235.0,5.0,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE  HUTCHISON
2685,STATION DE POMPAGE-IRRIGATION DU FLEUVE,"6900 Boulevard  LaSalle , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),VERDUN,,1.0,1.0,1.0,,,,,0.5,0.5,B:VERDUN|S:BOULEVARD  LASALLE
2686,STATI POMPAGE-RECIRCULATION-P-LACOURSIER,"551 Chemin du Golf (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (aqueduc),VERDUN,,1.0,1.0,1.0,,,,,0.5,0.5,B:VERDUN|S:CHEMIN DU GOLF (VRD)
2688,POSTE DE POMPAGE DE LIXIVIAT,"5150 Boulevard  LaSalle , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),VERDUN,,1.0,1.0,1.0,,,,,0.5,0.5,B:VERDUN|S:BOULEVARD  LASALLE
2689,STAT-POMP-ALIMENATION EAU-P-LACOURSIERE,"525 Chemin du Golf (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (aqueduc),VERDUN,,1.0,1.0,1.0,,,,,0.5,0.5,B:VERDUN|S:CHEMIN DU GOLF (VRD)
2690,CHALET PARC BOIS-FRANC,"9999 Boulevard  Laurentien (SLR) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Chalet,SAINT-LAURENT,,25.8,25.8,25.8,,,,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  LAURENTIE
2694,STATION D'ÉCHANTILLONAGE RSQA #103,"5402 Rue  York , Montréal",LOCATAIRE,Installation externe,Industriel,Garage TP/Parcs/Imm./Ent.méc.,SUD-OUEST,,10.0,10.0,10.0,,,,,0.5,0.5,B:SUD-OUEST|S:RUE  YORK
2698,6360 SAINT-JACQUES,"6360 Rue  Saint-Jacques , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Industriel,Entrepôt non-chauffé,COTE-DES-NEIGES / N-D-DE-GRACE,,1.0,1.0,1.0,1.0,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:RUE  SAINT-JACQUES
2699,"ÉDIFICE 2135-2145, RUE HALL","2135 Rue  Hall , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Administratif,Atelier / Esp. bureau,SUD-OUEST,,1.0,1.0,1.0,,,,,0.5,0.5,B:SUD-OUEST|S:RUE  HALL
2701,"ÉDIFICE 2160,AVENUE DE L'ÉGLISE","2160 Avenue de l' Église , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Commercial,Atelier / Esp. bureau,SUD-OUEST,,1.0,1.0,1.0,1.0,,,,0.5,0.5,B:SUD-OUEST
2702,ÉDIFICE DU DU 2500 RACHEL,"2500 Rue  Rachel , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Commercial,Local commercial,PLATEAU MONT-ROYAL,,1067.1,1.0,1067.1,1.0,0.0,0.0,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  RACHEL
2705,ÉDIFICE DU 2510 RACHEL,"2510 Rue  Rachel , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Commercial,Restaurant,PLATEAU MONT-ROYAL,1910.0,180.0,90.0,180.0,1.0,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  RACHEL
2706,CLUB DE GYMNASTIQUE JEUNE AIRE,"7427 Boulevard  Newman (LSL) , Montréal",LOCATAIRE,Bâtiment,Sportif,Gymnase,LASALLE,,2136.77,2136.77,2136.77,1.0,,,,0.5,0.5,B:LASALLE|S:BOULEVARD  NEWMAN (L
2707,CABANON IRRIGATION  GABRIEL-LALEMANT,"2244 Rue  Sauvé E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,AHUNTSIC / CARTIERVILLE,,0.0,0.0,0.0,1.0,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
