buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,location_fingerprint
2984,BÂTIMENTS DE SERVICE PARC-NATURE IBZ,"2115 Chemin du Bord-du-Lac (IBZ) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Entrepôt non-chauffé,L'ÎLE-BIZARD / STE-GENEVIÈVE,,92.38,0.0,84.63,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE|S:CHEMIN DU BORD-DU-LA
2986,CABANON BOULISTES PARC EUGÈNE-D'OSTIE,"Rue  Cherrier (IBZ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Abri fermé,L'ÎLE-BIZARD / STE-GENEVIÈVE,,4.47,4.46,4.47,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
2988,STAT. MÉC.+ PATINOIRE EXT. PARC HAYWARD,"180 Avenue  Orchard (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Station méc. patinoire ext.,LASALLE,2012.0,1599.0,1599.0,1599.0,,,,,0.5,0.5,B:LASALLE|S:AVENUE  ORCHARD (LSL
2990,STATION ÉLECTRIQUE PARC EUGÈNE-D'OSTIE,"Montée de l' Église (IBZ) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Sous-station électrique,L'ÎLE-BIZARD / STE-GENEVIÈVE,,2.0,2.0,2.0,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
2992,CABANON TENNIS DU PARC EUGÈNE-D'OSTIE,"Montée de l' Église (IBZ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Abri fermé,L'ÎLE-BIZARD / STE-GENEVIÈVE,,6.25,6.25,6.25,1.0,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
2993,PDQ 20,"1432 Rue  Sainte-Catherine O, Montréal",LOCATAIRE,Bâtiment,Protection et sécurité,Poste de police,VILLE-MARIE,,2148.0,752.52,1917.5,2.0,1.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  SAINTE-CATHERIN
2995,CASERNE NO 59,"18661 Boulevard de Pierrefonds (PFD) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,PIERREFONDS/ROXBORO,2013.0,1482.13,949.49,1398.94,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD DE PIERREF
2996,CASERNE NO 32,"16101 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,R-D-P / P-A-T,2014.0,1439.02,719.46,1359.54,2.0,,,,0.5,0.5,B:R-D-P / P-A-T|S:RUE  SHERBROOKE E
2997,REMISE DE JARDIN DU PARC HARTENSTEIN,"Rue  Cardinal (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri fermé,SAINT-LAURENT,,26.0,26.0,26.0,1.0,,,,0.5,0.5,B:SAINT-LAURENT
2999,CHAMBRE DE COMPTEUR D'EAU ANGRIGNON,"Terrasse  Bourdeau (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),LASALLE,,27.88,0.0,20.51,,,,,0.5,0.5,B:LASALLE
3003,ROULOTTE DALKEITH (ANJ),"Avenue  Dalkeith (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,ANJOU,,36.82,0.0,33.22,1.0,,,,0.5,0.5,B:ANJOU
3004,CHALET DU PARC SAINT-VIATEUR,"525 Avenue  Bloomfield (OUT) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,OUTREMONT,1927.0,57.52,0.0,48.6,1.0,,,,0.5,0.5,B:OUTREMONT|S:AVENUE  BLOOMFIELD (
3013,USINE DE FILTRATION DORVAL,"55 Avenue  Lilas (DVL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Usine de filtration,DORVAL / L'ÎLE-DORVAL,1962.0,9255.49,3543.25,8616.48,2.0,1.0,0.0,,0.5,0.5,B:DORVAL / L'ÎLE-DORVAL|S:AVENUE  LILAS (DVL)
3015,CASERNE NO 63,"530 Boulevard  Bouchard (DVL) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,DORVAL / L'ÎLE-DORVAL,1965.0,3361.3,1527.28,3146.2,2.0,1.0,0.0,,0.5,0.5,B:DORVAL / L'ÎLE-DORVAL|S:BOULEVARD  BOUCHARD 
3018,BUREAU D'ARRONDISSEMENT DE LACHINE,"1800 Boulevard  Saint-Joseph , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,LACHINE,1914.0,4361.2,0.0,3985.9,3.0,1.0,,,0.5,0.5,B:LACHINE|S:BOULEVARD  SAINT-JOS
3019,TRAV.PUBLICS GAR. # 1 COUR PIERREFONDS,"14150 Boulevard  Gouin O, PFD",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,PIERREFONDS/ROXBORO,,2666.93,2063.34,2618.7,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
3020,GARAGE # 2 - COUR SERV. PIERREFONDS,"14150 Boulevard  Gouin O, PFD",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,PIERREFONDS/ROXBORO,1974.0,668.91,668.91,642.81,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
3021,GARAGE # 3 - COUR SERV. PIERREFONDS,"14150 Boulevard  Gouin O, PFD",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,PIERREFONDS/ROXBORO,1979.0,1374.36,704.4,704.4,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
3022,GARAGE # 4 - COUR SERV. PIERREFONDS,"14150 Boulevard  Gouin O, PFD",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,PIERREFONDS/ROXBORO,,729.05,568.14,710.14,2.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
3024,ENTREPÔT COUR SERVICES PIERREFONDS,"14150 Boulevard  Gouin O, PFD",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,PIERREFONDS/ROXBORO,,296.87,296.87,278.01,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
3025,CHALET DU JARDIN COMM. - ROI-RENÉ,"7750 Boulevard  Roi-René (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ANJOU,,20.6,0.0,20.6,1.0,0.0,0.0,,0.5,0.5,B:ANJOU
3029,BIBLIOTHÈQUE SAUL-BELLOW,"3100 Rue  Saint-Antoine , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,LACHINE,1975.0,2947.06,1498.65,2851.8,2.0,,1.0,,0.5,0.5,B:LACHINE|S:RUE  SAINT-ANTOINE
3030,BUREAU D'ARRONDISSEMENT D'ANJOU,"7701 Boulevard  Louis-H.-La Fontaine (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,ANJOU,1984.0,2252.4,1046.56,2068.71,1.0,1.0,,,0.5,0.5,B:ANJOU|S:BOULEVARD  LOUIS-H.-
3031,CASERNE NO 28 ÉDIFICE GONCOURT,"7650 Boulevard  Châteauneuf (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ANJOU,1976.0,5844.01,2859.79,4785.6,2.0,1.0,,,0.5,0.5,B:ANJOU
3032,TRAVAUX PUBLICS ANJOU (COUR SERVICES),"7171 Rue  Bombardier , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,ANJOU,1977.0,4995.95,0.0,4798.13,2.0,,,,0.5,0.5,B:ANJOU|S:RUE  BOMBARDIER
3033,ATELIER MENUISERIE COUR PIERREFONDS,"14150 Boulevard  Gouin O, PFD",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,PIERREFONDS/ROXBORO,,334.78,334.78,316.88,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
3034,BIBLIOTHÈQUE HAUT-ANJOU,"7070 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,ANJOU,1990.0,515.06,257.53,478.46,1.0,1.0,,,0.5,0.5,B:ANJOU|S:RUE  JARRY E
3035,ARÉNA CHAUMONT,"8750 Avenue  Chaumont , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,ANJOU,1976.0,5070.53,2370.0,3086.7,1.0,1.0,,,0.5,0.5,B:ANJOU|S:AVENUE  CHAUMONT
3036,"CENTRE ROGER-ROUSSEAU, ANJOU","7501 Avenue  Rondeau (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,ANJOU,1977.0,2098.97,892.93,1973.3,2.0,1.0,,,0.5,0.5,B:ANJOU|S:AVENUE  RONDEAU (ANJ
3039,ÉGLISE CATHOL.ST-CONRAD ANJOU,"6956 Avenue  Des Ormeaux (ANJ) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,ANJOU,,661.0,661.0,661.0,1.0,,,,0.5,0.5,B:ANJOU|S:AVENUE  DES ORMEAUX 
3040,PAVILLON DES BAIGNEURS P. DES ROSERAIES,"7070 Avenue de la Nantaise (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ANJOU,1978.0,232.9,0.0,232.9,1.0,0.0,0.0,,0.5,0.5,B:ANJOU|S:AVENUE DE LA NANTAIS
3041,CHALET DU PARC LUCIE-BRUNEAU,"7051 Avenue de l' Alsace (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ANJOU,1996.0,387.0,0.0,387.0,1.0,,,,0.5,0.5,B:ANJOU|S:AVENUE DE L' ALSACE 
3042,CHALET DU PARC DE PETERBOROUGH,"8400 Boulevard  Châteauneuf (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ANJOU,2001.0,133.62,0.0,118.4,1.0,,,,0.5,0.5,B:ANJOU
3044,CHALET JARDIN COMM. PARC DE SPALDING,"7901 Avenue  Spalding (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ANJOU,,17.03,0.0,15.49,1.0,,,,0.5,0.5,B:ANJOU|S:AVENUE  SPALDING (AN
3045,CHALET DU PARC DE TALCY,"8151 Avenue  Talcy (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ANJOU,2001.0,100.8,0.0,88.4,1.0,,,,0.5,0.5,B:ANJOU|S:AVENUE  TALCY (ANJ)
3046,PAVILLON DES BAIGNEURS ANDRÉ-LAURENDEAU,"8361 Avenue  André-Laurendeau (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ANJOU,1990.0,207.39,0.0,180.7,1.0,,,,0.5,0.5,B:ANJOU
3047,CHALET DU PARC D'ANTIOCHE,"6995 Place d' Antioche (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,ANJOU,2001.0,13.12,0.0,11.8,1.0,,,,0.5,0.5,B:ANJOU|S:PLACE D' ANTIOCHE (A
3048,PAVILLON DES BAIGNEURS DU PARC CHÉNIER,"5555 Avenue de l' Aréna (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ANJOU,1990.0,387.21,387.21,343.0,1.0,,,,0.5,0.5,B:ANJOU
3049,CHALET DU PARC JOYCE,"602 Avenue  Rockland (OUT) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,OUTREMONT,1830.0,301.16,301.16,232.2,2.0,,,,0.5,0.5,B:OUTREMONT|S:AVENUE  ROCKLAND (OU
3050,CHALET DU PARC DU BOCAGE,"6200 Avenue du Bocage (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ANJOU,2007.0,50.21,0.0,43.2,1.0,,,,0.5,0.5,B:ANJOU|S:AVENUE DU BOCAGE (AN
3051,CASERNE NO 56,"230 Boulevard  Chevremont (IBZ) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,L'ÎLE-BIZARD / STE-GENEVIÈVE,2005.0,1388.7,942.48,1277.81,2.0,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE|S:BOULEVARD  CHEVREMON
3052,CENTRE FERNAND-LAPLAINE,"183 Rue des Érables (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,LACHINE,1910.0,696.0,0.0,696.0,2.0,1.0,,,0.5,0.5,B:LACHINE
3053,CRÈMERIE DU PARC RENÉ-LÉVESQUE,"300 Chemin du Canal (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,LACHINE,,33.11,0.0,30.1,1.0,,,,0.5,0.5,B:LACHINE|S:CHEMIN DU CANAL (LCH
3054,PORT DE PLAISANCE (CLUB HOUSE),"1800 Chemin des Iroquois (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Restaurant,LACHINE,1969.0,664.48,500.3,664.48,1.0,,,,0.5,0.5,B:LACHINE|S:CHEMIN DES IROQUOIS 
3055,STATION POMPAGE DU 43 RUE ST-ANTOINE,"43 Rue  Saint-Antoine (SGV) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),L'ÎLE-BIZARD / STE-GENEVIÈVE,,2.0,2.0,2.0,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE|S:RUE  SAINT-ANTOINE (
3056,PAVILLON DES BAIGNEURS PARC VERDELLES,"8441 Place  Verdelles (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ANJOU,1982.0,447.3,0.0,420.4,1.0,1.0,,,0.5,0.5,B:ANJOU|S:PLACE  VERDELLES (AN
3068,BUREAU D'ARRONDISSEMENT LASALLE,"55 Avenue  Dupras (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,LASALLE,1930.0,8802.93,2039.0,8078.4,5.0,1.0,,,0.5,0.5,B:LASALLE|S:AVENUE  DUPRAS (LSL)
3069,ATELIER MUNICIPAUX ANDRÉ-TRAVERSY,"7277 Rue  Cordner (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,LASALLE,1990.0,11633.0,9410.0,11378.0,2.0,0.0,1.0,,0.5,0.5,B:LASALLE|S:RUE  CORDNER (LSL)
3070,CASERNE NO 65,"1300 Avenue  Dollard (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,LASALLE,1976.0,3931.34,1335.0,2672.16,3.0,1.0,0.0,,0.5,0.5,B:LASALLE|S:AVENUE  DOLLARD (LSL
3071,BIBLIOTHÈQUE L'OCTOGONE LASALLE,"1080 Avenue  Dollard (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,LASALLE,1981.0,2922.0,2922.0,2833.0,1.0,0.0,0.0,,0.5,0.5,B:LASALLE|S:AVENUE  DOLLARD (LSL
3072,CENTRE SPORTIF DOLLARD-ST-LAURENT,"707 Avenue  75e (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,LASALLE,1976.0,6224.0,2482.0,6048.0,1.0,1.0,1.0,,0.5,0.5,B:LASALLE
3073,ARÉNA JACQUES-LEMAIRE,"8681 Boulevard  Champlain , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,LASALLE,1961.0,7233.84,3460.02,6940.0,1.0,1.0,0.0,,0.5,0.5,B:LASALLE|S:BOULEVARD  CHAMPLAIN
3074,L'AQUADÔME LASALLE,"1411 Rue  Lapierre (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,LASALLE,1991.0,5130.15,4274.0,4892.5,1.0,1.0,0.0,,0.5,0.5,B:LASALLE|S:RUE  LAPIERRE (LSL)
3076,"CASERNE NO 74, MONT-ROYAL","10 Avenue  Roosevelt (MTR) , Montréal",LOCATAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,MONT-ROYAL,,2326.46,811.04,773.93,2.0,1.0,,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:AVENUE  ROOSEVELT (M
3084,BUREAU D'ARRONDISSEMENT MONTRÉAL-NORD,"4243 Rue de Charleroi (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,MONTRÉAL-NORD,1916.0,2966.0,905.0,2669.3,3.0,1.0,,,0.5,0.5,B:MONTRÉAL-NORD|S:RUE DE CHARLEROI (MT
3085,BIBLIOTHÈQUE HENRI-BOURASSA,"5400 Boulevard  Henri-Bourassa , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,MONTRÉAL-NORD,1958.0,1746.5,680.0,1623.7,2.0,1.0,,,0.5,0.5,B:MONTRÉAL-NORD|S:BOULEVARD  HENRI-BOU
3086,BIBLIOTHÈQUE CHARLEROI,"4740 Rue de Charleroi (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,MONTRÉAL-NORD,1968.0,659.0,211.0,609.2,2.0,1.0,,,0.5,0.5,B:MONTRÉAL-NORD|S:RUE DE CHARLEROI (MT
3087,BIBLIOTHÈQUE BELLEVILLE,"10400 Avenue de Belleville (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,MONTRÉAL-NORD,1972.0,609.57,306.0,562.8,1.0,1.0,,,0.5,0.5,B:MONTRÉAL-NORD|S:AVENUE DE BELLEVILLE
3088,ARÉNA FLEURY,"3700 Rue  Fleury , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,MONTRÉAL-NORD,1978.0,3822.0,2887.0,3546.0,1.0,1.0,,,0.5,0.5,B:MONTRÉAL-NORD|S:RUE  FLEURY
3089,ARÉNA GARON ET CSLDS,"11212 Avenue  Garon (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,MONTRÉAL-NORD,1963.0,8434.42,3780.0,6330.5,2.0,1.0,,,0.5,0.5,B:MONTRÉAL-NORD|S:AVENUE  GARON (MTN)
3093,BUREAU ARRONDISSEMENT OUTREMONT,"543 Chemin de la Côte-Sainte-Catherine , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,OUTREMONT,,1356.38,347.16,1166.5,3.0,1.0,1.0,,0.5,0.5,B:OUTREMONT
3094,BIBLIOTHÈQUE ROBERT-BOURASSA,"41 Avenue  Saint-Just (OUT) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,OUTREMONT,1993.0,2408.4,0.0,2408.4,2.0,1.0,1.0,,0.5,0.5,B:OUTREMONT|S:AVENUE  SAINT-JUST (
3095,CASERNE NO 75,"40 Avenue  Saint-Just (OUT) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,OUTREMONT,1902.0,1218.43,621.81,1105.6,3.0,,,,0.5,0.5,B:OUTREMONT|S:AVENUE  SAINT-JUST (
3096,C. COMM. INTERGÉNÉRA. ARÉNA OUTREMONT,"999 Avenue  McEachran (OUT) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,OUTREMONT,1986.0,10951.37,4852.11,10617.3,3.0,0.0,,,0.5,0.5,B:OUTREMONT|S:AVENUE  MCEACHRAN (O
3097,PAVILLON BAIGNEURS PARC JOHN-F. KENNEDY,"860 Avenue d' Outremont , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,OUTREMONT,1964.0,259.77,0.0,235.6,1.0,,,,0.5,0.5,B:OUTREMONT|S:AVENUE D' OUTREMONT
3099,DIVISION URBANISME PERMIS ET INSPECTION,"1433 Avenue  Van Horne , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,OUTREMONT,1968.0,1549.25,574.54,1446.84,2.0,1.0,,,0.5,0.5,B:OUTREMONT|S:AVENUE  VAN HORNE
3100,BUREAU D'ARRONDISSEMENT PIERREFONDS,"13665 Boulevard de Pierrefonds (PFD) , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,PIERREFONDS/ROXBORO,1932.0,2299.08,1214.71,2125.0,2.0,1.0,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD DE PIERREF
3101,BIBLIOTHÈQUE DE PIERREFONDS,"13555 Boulevard de Pierrefonds (PFD) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,PIERREFONDS/ROXBORO,1983.0,6028.64,1865.59,4994.5,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD DE PIERREF
3106,CASERNE NO 55 / COUR MUNICIPALE (PCL),"401 Boulevard  Saint-Jean , Montréal",LOCATAIRE,Bâtiment,Protection et sécurité,Espace à bureaux,POINTE-CLAIRE,,3148.63,1554.25,2725.21,2.0,1.0,,,0.5,0.5,B:POINTE-CLAIRE|S:BOULEVARD  SAINT-JEA
3107,ÉCO QUARTIER,"13 Rue  Centre-Commercial (ROX) , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Bureau d'arrondissement,PIERREFONDS/ROXBORO,1956.0,360.02,180.01,327.64,2.0,0.0,0.0,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  CENTRE-COMMERCI
3108,BIBLIOTHÈQUE DE ROXBORO,"110 Rue  Cartier (ROX) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,PIERREFONDS/ROXBORO,1968.0,591.7,513.0,536.97,1.0,1.0,0.0,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:RUE  CARTIER (ROX)
3109,BUREAU D'ARRONDISSEMENT SAINT-LAURENT,"777 Boulevard  Marcel-Laurin (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,SAINT-LAURENT,1956.0,6792.91,2260.31,6591.56,2.0,1.0,1.0,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  MARCEL-LA
3110,LOISIRS ET DÉVELOP.COMMU.ST-LAURENT(SLR),"1375 Rue  Grenet , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,SAINT-LAURENT,1993.0,10715.06,4020.62,10308.99,2.0,1.0,1.0,,0.5,0.5,B:SAINT-LAURENT|S:RUE  GRENET
3111,BIBLIOTHÈQUE SAINT-LAURENT,"1380 Rue de l' Église (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,SAINT-LAURENT,1964.0,2473.43,1048.03,2465.6,2.0,1.0,0.0,,0.5,0.5,B:SAINT-LAURENT
3112,ARÉNA RAYMOND-BOURQUE,"2345 Boulevard  Thimens (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,SAINT-LAURENT,1968.0,12377.42,6300.54,12131.5,2.0,,1.0,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  THIMENS (
3113,TRAVAUX PUBLICS SAINT-LAURENT,"13001 Boulevard  Cavendish (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,SAINT-LAURENT,1979.0,13026.39,11480.86,12792.72,2.0,,0.0,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  CAVENDISH
3114,CASERNE 73 / COUR MUNICIPALE,"820 Rue  Saint-Germain , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,SAINT-LAURENT,1961.0,3590.51,1443.41,3303.38,3.0,1.0,1.0,,0.5,0.5,B:SAINT-LAURENT|S:RUE  SAINT-GERMAIN
3115,CASERNE NO 71 & C.F. OUEST,"5500 Chemin du Bois-Franc (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,SAINT-LAURENT,1969.0,1745.46,1509.5,1682.4,2.0,1.0,0.0,,0.5,0.5,B:SAINT-LAURENT|S:CHEMIN DU BOIS-FRANC
3116,CASERNE NO 72,"2727 Boulevard  Poirier (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,SAINT-LAURENT,1978.0,964.64,964.64,898.17,1.0,,0.0,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  POIRIER (
3117,CHALET DU PARC MOHAWK,"9620 Rue  Dalmany (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,1970.0,194.2,0.0,194.2,1.0,1.0,0.0,,0.5,0.5,B:LASALLE|S:RUE  DALMANY (LSL)
3118,CHALET DU PARC DALMANY,"9650 Rue  Dalmany (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,1970.0,24.3,0.0,24.3,1.0,0.0,0.0,,0.5,0.5,B:LASALLE|S:RUE  DALMANY (LSL)
3126,CENTRE COMMUNAUTAIRE SAINT-PIERRE,"69 Avenue  Saint-Pierre (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,LACHINE,1913.0,714.7,0.0,714.7,2.0,1.0,,,0.5,0.5,B:LACHINE|S:AVENUE  SAINT-PIERRE
3127,EX-CASERNE # 2 -MARCHÉ ST-PIERRE,"59 Avenue  Saint-Pierre (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Divers,Caserne de pompiers,LACHINE,1913.0,342.8,0.0,342.8,2.0,,,,0.5,0.5,B:LACHINE|S:AVENUE  SAINT-PIERRE
3129,BIBLIOTHÈQUE SUCCURSALE ST-PIERRE,"183 Rue des Érables (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,LACHINE,1975.0,546.1,0.0,546.1,1.0,,,,0.5,0.5,B:LACHINE
3130,ARÉNA MARTIN-LAPOINTE,"183 Rue des Érables (LCH) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,LACHINE,1975.0,3103.2,0.0,3103.2,1.0,,,,0.5,0.5,B:LACHINE
3132,MAIRIE D'ARRONDISSEMENT VERDUN ET PDQ 16,"4555 Avenue de Verdun , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Poste de police,VERDUN,1958.0,7064.98,1953.62,6421.52,6.0,1.0,1.0,,0.5,0.5,B:VERDUN|S:AVENUE DE VERDUN
3133,CHALET TENNIS PARC CAVELIER-DE LASALLE,"330 Avenue  80e (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,1988.0,20.0,0.0,20.0,1.0,0.0,0.0,,0.5,0.5,B:LASALLE
3134,CENTRE CULTUREL VERDUN (BIBLIOTHÈQUES),"5955 Rue  Bannantyne (VRD) , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,VERDUN,1966.0,1995.41,1076.65,1901.2,1.0,1.0,1.0,,0.5,0.5,B:VERDUN|S:RUE  BANNANTYNE (VRD
