buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,priority_score,priority_level,score_age_risk,score_size_impact,score_energy_risk,score_climate_risk,score_social_vulnerability,score_floor_count_norm,score_has_basement,estimated_ges_reduction,building_age,age_category
281,EX-BIBLIOTHEQUE NOTRE-DAME,"4700 Rue  Notre-Dame O, Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Culturel,Bibliothèque,SUD-OUEST,1898.0,1256.13,303.3,874.2,4.0,1.0,1.0,,0.5,0.5,83.4116194797881,Critical,1.0,0.4138836587263612,0.6784709146815904,0.5,0.7,0.4,1,5.144505710573158,126.0,> 100 ans
282,CHALET DU PARC LOUIS-CYR,"205 Rue  Saint-Ferdinand , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SUD-OUEST,1966.0,128.4,128.4,112.6,1.0,0.0,0.0,,0.5,0.5,53.733123720224285,Medium,0.8,0.3519890460554469,0.43799726151386176,0.5,0.7,0.1,0,1.124776967567597,58.0,40-60 ans
284,PAVILLON DES BAIGNEURS SIR G.-É.-CARTIER,"4550 Rue  Sainte-Émilie , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SUD-OUEST,1962.0,553.49,282.98,500.9,1.0,0.0,0.0,,0.5,0.5,57.03160792444925,Medium,0.8,0.40888129247527294,0.45222032311881827,0.5,0.7,0.1,0,2.559386140723264,62.0,60-100 ans
285,ÉDIFICE GASTON-MIRON,"1210 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,VILLE-MARIE,1917.0,7411.66,1514.58,5770.3,3.0,2.0,2.0,,0.5,0.5,78.55382758602968,High,1.0,0.5300964775957256,0.7075241193989315,0.5,0.5,0.30000000000000004,1,26.79004701898084,107.0,> 100 ans
286,BUREAUX ET GARAGE SAINT-MICHEL,"3699 Boulevard  Crémazie E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,1732.4,1021.34,1617.51,2.0,0.0,0.0,,0.5,0.5,50.81163551313469,Medium,0.8,0.5015992255501791,0.4753998063875448,0.5,0.5,0.2,0,9.7108967651171,56.0,40-60 ans
288,CASERNE NO11 (EX),"1216 Rue  Ontario E, Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Administratif,Centre communautaire et loisir,VILLE-MARIE,1949.0,897.0,,897.0,3.0,1.0,0.0,,0.5,0.5,76.58315726690554,High,1.0,0.5,0.698053180694471,0.5,0.5,0.30000000000000004,1,15.653842577073513,75.0,60-100 ans
290,ÉDIFICE SHAMROCK (MARCHÉ JEAN-TALON),"7075 Avenue  Casgrain , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Marché public,ROSEMONT / PETITE-PATRIE,1932.0,1345.59,458.93,1041.2,3.0,1.0,0.0,,0.5,0.5,59.05506974738765,Medium,1.0,0.4437819563936471,0.5609454890984118,0.5,0.5,0.30000000000000004,1,6.435867832798353,92.0,60-100 ans
291,GARAGE COUR DE L'ÉPÉE,"8675 Avenue de l' Épée (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,VILLERAY/ST-MICHEL/PARC-EXTENS,1952.0,869.83,869.83,836.85,1.0,0.0,0.0,,0.5,0.5,50.13849483536541,Medium,0.8,0.489988897004174,0.4724972242510435,0.5,0.5,0.1,0,8.219845211405703,72.0,60-100 ans
292,MARCHÉ JEAN-TALON,"7070 Avenue  Henri-Julien , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Marché public,ROSEMONT / PETITE-PATRIE,2004.0,17046.26,3257.98,15594.28,2.0,2.0,1.0,,0.5,0.5,41.18236624475881,Medium,0.3,0.5855136158760159,0.371378403969004,0.5,0.5,0.2,1,9.074575594222017,20.0,< 20 ans
293,CASERNE NO 31 (EX-POSTE 43),"7047 Rue  Saint-Dominique , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1931.0,2761.68,774.93,2562.67,4.0,1.0,0.0,,0.5,0.5,75.74426156083027,High,1.0,0.4816370905737493,0.6954092726434373,0.5,0.5,0.4,1,13.47233769123947,93.0,60-100 ans
294,ÉDIFICE DU 7070 CASGRAIN,"7070 Avenue  Casgrain , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Espace à bureaux,ROSEMONT / PETITE-PATRIE,1936.0,216.64,164.47,178.74,1.0,1.0,0.0,,0.5,0.5,48.96720797518114,Medium,1.0,0.36978654448341547,0.4924466361208539,0.5,0.5,0.1,1,2.024817456069921,88.0,60-100 ans
295,CASERNE NO 41/CENTRE OGILVY,"7405 Avenue  Champagneur , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,VILLERAY/ST-MICHEL/PARC-EXTENS,1925.0,1927.5,760.9,1674.96,3.0,1.0,0.0,,0.5,0.5,75.66768677784233,High,1.0,0.48031632892883525,0.6950790822322088,0.5,0.5,0.30000000000000004,1,13.222141841762191,99.0,60-100 ans
297,ARÉNA DOUG-HARVEY (ANC. CONFÉDÉRATION),"4985 Avenue  West Hill , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,COTE-DES-NEIGES / N-D-DE-GRACE,1970.0,3728.89,3180.5,3587.77,2.0,0.0,0.0,,0.5,0.5,70.07026351129937,High,0.8,0.5837719879287072,0.6209429969821767,0.5,0.5,0.2,0,39.49818403803626,54.0,40-60 ans
299,CHALET DU PARC SAINTE-YVETTE (PATAUG.),"8950 Avenue  10e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,155.46,74.84,133.4,1.0,1.0,0.0,,0.5,0.5,39.89542097274588,Low,0.8,0.31331638738833495,0.42832909684708376,0.5,0.5,0.1,1,0.6411229921607151,56.0,40-60 ans
300,CASERNE NO 16,"1041 Rue  Rachel E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,PLATEAU MONT-ROYAL,1891.0,1785.77,606.34,1533.23,3.0,1.0,1.0,,0.5,0.5,74.71621313584038,High,1.0,0.4639053141865457,0.6909763285466364,0.5,0.5,0.30000000000000004,1,10.474164676274189,133.0,> 100 ans
301,CASERNE NO14 (EX),"4247 Rue  Saint-Dominique , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Culturel,Centre communautaire et loisir,PLATEAU MONT-ROYAL,1912.0,1182.6,361.91,1018.41,1.0,,0.0,,0.5,0.5,66.75748282899903,High,1.0,0.4266331558946291,0.6316582889736573,0.5,0.5,0.1,0,5.7150862840614085,112.0,> 100 ans
302,BAIN LÉVESQUE,"955 Rue  Marie-Anne E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,PLATEAU MONT-ROYAL,1908.0,1489.96,713.68,1122.6,2.0,1.0,0.0,,0.5,0.5,69.60141391880359,High,1.0,0.4756852714557464,0.6439213178639366,0.5,0.5,0.2,1,11.488844153328355,116.0,> 100 ans
303,CHALET DU PARC OSCAR-PETERSON,"810 Rue  Chatham , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SUD-OUEST,1931.0,308.74,154.37,261.8,1.0,1.0,0.0,,0.5,0.5,60.29845495181581,High,1.0,0.3652278609562594,0.49130696523906486,0.5,0.7,0.1,1,1.896076405598861,93.0,60-100 ans
304,CHALET DU PARC DE SIENNE,"4151 Rue  53e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,155.06,73.87,131.47,1.0,1.0,0.0,,0.5,0.5,39.8414002930576,Low,0.8,0.31238463885467316,0.4280961597136683,0.5,0.5,0.1,1,0.6324692663609737,56.0,40-60 ans
308,JEU D'EAU DU PARC SAINT-MICHEL,"5155 Rue  Saint-Dominique , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,PLATEAU MONT-ROYAL,1967.0,100.45,,100.45,,,,,0.5,0.5,51.081290147093284,Medium,0.8,0.5,0.4781251139649647,0.5,0.5,0.1,0,0.9605533539556141,57.0,40-60 ans
311,PAVILLON DES BAIGNEURS FRANÇOIS-PERRAULT,"7525 Rue  François-Perrault , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,542.74,542.74,510.9,1.0,0.0,0.0,,0.5,0.5,48.16201319496142,Medium,0.8,0.4558985471440491,0.4639746367860123,0.5,0.5,0.1,0,5.036351887384808,56.0,40-60 ans
312,PISCINE INT. DU PARC RENÉ-GOUPIL,"4250 Rue du Parc-René-Goupil , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,1931.83,1399.71,1494.02,1.0,0.0,0.0,,0.5,0.5,66.62750922495937,High,0.8,0.5243913715320944,0.6060978428830235,0.5,0.5,0.1,0,16.967224233235935,56.0,40-60 ans
313,VESPASIENNE,"325 Avenue  Duluth O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Vespasienne,PLATEAU MONT-ROYAL,1931.0,43.64,43.64,34.01,1.0,0.0,0.0,,0.5,0.5,43.46903260867401,Medium,1.0,0.2749540309882537,0.46873850774706344,0.5,0.5,0.1,0,0.5113937119520462,93.0,60-100 ans
315,ARÉNA AHUNTSIC,"10560 Rue  Saint-Hubert , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,AHUNTSIC / CARTIERVILLE,1970.0,3795.7,3203.82,3659.37,2.0,0.0,0.0,,0.5,0.5,70.10091165555912,High,0.8,0.5843006070360239,0.621075151759006,0.5,0.5,0.2,0,39.79625985417077,54.0,40-60 ans
316,BAIN ST-MICHEL,"5300 Rue  Saint-Dominique , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Culturel,Piscine intérieure,PLATEAU MONT-ROYAL,1936.0,1054.61,521.7,793.4,1.0,1.0,0.0,,0.5,0.5,68.28861291336975,High,1.0,0.4530420833496251,0.6382605208374063,0.5,0.5,0.1,1,8.324512843021871,88.0,60-100 ans
317,CASERNE 33 / BIBLIO & M.CULT.MARIE-UGUAY,"6040 Boulevard  Monk , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,SUD-OUEST,1960.0,3226.38,919.85,3020.06,3.0,1.0,1.0,,0.5,0.5,82.2606350270299,Critical,0.8,0.49403148207266306,0.6485078705181657,0.5,0.7,0.30000000000000004,1,11.930599293922697,64.0,60-100 ans
318,CENTRE SAINT-PAUL,"1606 Avenue de l' Église , Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Loisir communautaire,Centre communautaire et loisir,SUD-OUEST,1910.0,1923.11,523.2,1761.22,2.0,1.0,2.0,,0.5,0.5,79.89618779533888,High,1.0,0.4532495027684303,0.6383123756921075,0.5,0.7,0.2,1,8.349125874052767,114.0,> 100 ans
319,STATION POMPAGE CHERRIER-AQU.,"11460 Rue  Cherrier (MTE) ,",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),MONTRÉAL-EST,1954.0,49.0,,49.0,2.0,0.0,0.0,,0.5,0.5,44.43301715041926,Medium,0.8,0.5,0.42079041684733415,0.5,0.5,0.2,0,0.41237460851038743,70.0,60-100 ans
320,PAVILLON DE LA SAVANE,"5111 Rue  Paré , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,COTE-DES-NEIGES / N-D-DE-GRACE,2005.0,418.95,0.0,388.6,1.0,,,,0.5,0.5,50.71891602061666,Medium,0.3,0.5,0.47500000000000003,0.5,0.5,0.1,0,0.0,19.0,< 20 ans
321,CENTRE RÉCRÉATIF RIVIERE-DES-PRAIRIES,"7650 Boulevard  Maurice-Duplessis , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Espace sports/loisirs,R-D-P / P-A-T,2004.0,2070.06,0.0,1980.71,3.0,,1.0,,0.5,0.5,42.022254141901925,Medium,0.3,0.5,0.4,0.5,0.5,0.30000000000000004,0,0.0,20.0,< 20 ans
323,GARAGE DE LA COUR LAURENTIEN,"6100 Rue  De Pontgravé , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,AHUNTSIC / CARTIERVILLE,1972.0,676.91,650.75,641.57,1.0,0.0,0.0,,0.5,0.5,48.92238898356047,Medium,0.8,0.4690135066400611,0.4672533766600153,0.5,0.5,0.1,0,6.0813026972301,52.0,40-60 ans
324,CHALET DU PARC CAMPBELL-OUEST,"1990 Rue de Maricourt (MTL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pavillon des baigneurs,SUD-OUEST,1930.0,303.28,248.51,265.3,1.0,1.0,0.0,,0.5,0.5,62.286326236371735,High,1.0,0.39951465936717495,0.4998786648417938,0.5,0.7,0.1,1,3.1056211749958544,94.0,60-100 ans
326,CHALET DU PARC CLIFFORD,"1820 Avenue  Clifford , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,SUD-OUEST,1958.0,295.91,190.48,264.73,1.0,1.0,0.0,,0.5,0.5,55.37765419528304,Medium,0.8,0.3803539031349852,0.44508847578374633,0.5,0.7,0.1,1,1.6956090573457598,66.0,60-100 ans
327,CHALET DU PARC DE LA VÉRENDRYE,"5900 Rue  Drake , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,SUD-OUEST,1954.0,501.9,1.0,456.2,2.0,0.0,0.0,,0.5,0.5,36.23443236056568,Low,0.8,0.050171665943996864,0.36254291648599923,0.5,0.7,0.2,0,0.0072508583297199855,70.0,60-100 ans
328,PAVILLON DU PARC GILBERT-LAYTON,"6975 Avenue de Chester , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1970.0,439.47,208.2,408.0,1.0,1.0,0.0,,0.5,0.5,44.15353231530102,Medium,0.8,0.3867602800325394,0.4466900700081349,0.5,0.5,0.1,1,1.8600174515138734,54.0,40-60 ans
329,CHALET DU PARC IGNACE-BOURGET,"5935 Avenue  De Montmagny , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,SUD-OUEST,1954.0,257.66,257.66,231.18,1.0,0.0,0.0,,0.5,0.5,56.63969303454712,Medium,0.8,0.4021215455395886,0.4505303863848972,0.5,0.7,0.1,0,2.3216731871186527,70.0,60-100 ans
330,CHALET DU PARC LAFOND (PATAUG.EXT.),"3500 Avenue  Laurier , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1970.0,450.98,208.37,415.38,1.0,1.0,0.0,,0.5,0.5,44.15694114441146,Medium,0.8,0.3868190755075958,0.44670476887689897,0.5,0.5,0.1,1,1.8615974538175886,54.0,40-60 ans
332,JEU D'EAU DU PARC DU CURÉ-ALBERT-ARNOLD,"6855 Rue  Hamilton , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SUD-OUEST,1955.0,251.0,251.0,251.0,,,,,0.5,0.5,62.33025411952718,High,0.8,0.4002334234635907,0.5000778078211969,0.5,0.7,0.1,0,2.5103905952624084,69.0,60-100 ans
333,CHALET DU PARC MARIE-CLAIRE DAVELUY,"12195 Avenue  Jean-Yves-Bigras , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,R-D-P / P-A-T,2005.0,77.3,0.0,64.3,1.0,,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,0,0.0,19.0,< 20 ans
334,BAIN ÉMARD,"6071 Rue  Laurendeau , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,SUD-OUEST,1913.0,1404.52,654.85,845.8,2.0,1.0,0.0,,0.5,0.5,80.83646610676556,Critical,1.0,0.469467420479961,0.6423668551199901,0.5,0.7,0.2,1,10.51634837688314,111.0,> 100 ans
337,PISCINE INT. DU PARC ST-ROCH,"400 Avenue  Ball , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,VILLERAY/ST-MICHEL/PARC-EXTENS,2005.0,2076.61,0.0,1941.0,2.0,1.0,,,0.5,0.5,50.71891602061666,Medium,0.3,0.5,0.47500000000000003,0.5,0.5,0.2,1,0.0,19.0,< 20 ans
340,PATAUGEOIRE DU PARC JEANNE-MANCE,"4167 Avenue de l' Esplanade , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,PLATEAU MONT-ROYAL,1963.0,300.0,,300.0,,,,,0.5,0.5,54.123926459577234,Medium,0.8,0.5,0.5043648053107691,0.5,0.5,0.1,0,3.0261888318646153,61.0,60-100 ans
341,CHALET DU PARC SAMUEL-MORSE,"12100 Avenue  François-Larocque , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,R-D-P / P-A-T,2004.0,77.3,0.0,64.3,1.0,,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,0,0.0,20.0,< 20 ans
343,CHALET DU PARC PASQUALE-GATTUSO,"11770 Rue  Gilles-Trottier , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,R-D-P / P-A-T,2004.0,141.54,141.54,122.4,1.0,,,,0.5,0.5,28.049006251135225,Low,0.3,0.3589894590768225,0.3147473647692056,0.5,0.5,0.1,0,0.3341200650707502,20.0,< 20 ans
345,BAT.SEUL-EX-STATION DE POMPAGE-EGOUT,"227 Rue  Riverside , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,VILLE-MARIE,1887.0,453.34,298.71,370.5,2.0,2.0,0.0,,0.5,0.5,51.46007679281033,Medium,1.0,0.41278353894626596,0.5031958847365665,0.5,0.5,0.2,1,3.7577410682414945,137.0,> 100 ans
346,CASERNE NO 03,"1139 Rue  Ottawa , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,SUD-OUEST,1914.0,1517.17,669.6,1359.05,3.0,1.0,0.0,,0.5,0.5,86.72757545374469,Critical,1.0,0.4710772581821336,0.6927693145455334,0.5,0.7,0.30000000000000004,1,11.596958325492231,110.0,> 100 ans
347,CASERNE NO 15,"1255 Rue de la Sucrerie , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,SUD-OUEST,1903.0,1268.2,637.2,1159.39,2.0,1.0,0.0,,0.5,0.5,80.72198206103516,Critical,1.0,0.4674927999762486,0.6418731999940621,0.5,0.7,0.2,1,10.225040075905412,121.0,> 100 ans
348,CHALET DU PARC PIERRE-BLANCHET,"12275 Avenue  Pierre-Blanchet , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,R-D-P / P-A-T,2004.0,113.93,0.0,96.2,1.0,,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,0,0.0,20.0,< 20 ans
349,CHALET DU PARC ST-SIMON-APÔTRE,"120 Rue  Legendre O, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,AHUNTSIC / CARTIERVILLE,1997.0,173.2,173.2,151.2,1.0,0.0,0.0,,0.5,0.5,28.890759982943322,Low,0.3,0.3735080251119407,0.3183770062779852,0.5,0.5,0.1,0,0.4135717311551028,27.0,20-40 ans
352,CHALET DU PARC DOLLARD-MORIN,"11750 Rue  La Valinière , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,R-D-P / P-A-T,2004.0,26.76,0.0,19.0,1.0,,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,0,0.0,20.0,< 20 ans
353,ÉDIFICE GEORGES-VANIER,"2450 Rue  Workman , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,SUD-OUEST,1904.0,2044.76,621.89,1817.1,3.0,1.0,2.0,,0.5,0.5,86.41785649542072,Critical,1.0,0.46573522644668014,0.6914338066116701,0.5,0.7,0.30000000000000004,1,10.749894249843289,120.0,> 100 ans
354,MARCHÉ ATWATER,"3024 Rue  Sainte-Émilie , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Marché public,SUD-OUEST,1933.0,8343.68,2270.94,7912.0,3.0,1.0,4.0,,0.5,0.5,77.35386210529808,High,1.0,0.5593994763071871,0.5898498690767968,0.5,0.7,0.30000000000000004,1,33.487841542031525,91.0,60-100 ans
356,CHAMBRE À VANNES ST-AMBROISE (INTERC 2),"3302 Rue  Saint-Ambroise , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chambre à vannes (aqueduc),SUD-OUEST,1932.0,615.31,257.51,519.6,1.0,2.0,0.0,,0.5,0.5,62.43503327422263,High,1.0,0.40207955794420597,0.5005198894860515,0.5,0.7,0.1,1,3.222221918538828,92.0,60-100 ans
357,STATION MÉC.PATINOIRE LAC-AUX-CASTORS,"2100 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Station méc. patinoire ext.,VILLE-MARIE,2005.0,251.3,145.2,184.04,1.0,1.0,,,0.5,0.5,28.155401388047494,Low,0.3,0.3608245621036403,0.31520614052591006,0.5,0.5,0.1,1,0.343259487032716,19.0,< 20 ans
361,L'ANCIENNE USINE D'ÉPURATION SARAGUAY,"9393 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment excéd.,Industriel,Station de pompage (égouts),AHUNTSIC / CARTIERVILLE,1964.0,45.1,,45.1,1.0,0.0,0.0,,0.5,0.5,44.26261534243574,Medium,0.8,0.5,0.41932087189123535,0.5,0.5,0.1,0,0.3782274264458943,60.0,40-60 ans
364,VESPASIENNE PARC AU-PIED-DU-COURANT,"2382 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Vespasienne,VILLE-MARIE,1932.0,43.6,,32.94,1.0,0.0,0.0,,0.5,0.5,49.990980581344814,Medium,1.0,0.5,0.4687222857796726,0.5,0.5,0.1,0,0.5109072914998432,92.0,60-100 ans
365,BAIN QUINTAL,"1552 Rue  Dufresne , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,VILLE-MARIE,1933.0,1972.75,823.16,1527.42,2.0,1.0,0.0,,0.5,0.5,70.19955006734932,High,1.0,0.48600192208941734,0.6465004805223543,0.5,0.5,0.2,1,13.30433338866953,91.0,60-100 ans
368,CHALET DU PARC HOWARD,"8505 Avenue de l' Épée (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLERAY/ST-MICHEL/PARC-EXTENS,1972.0,131.7,131.7,116.6,1.0,0.0,0.0,,0.5,0.5,42.243254900797666,Medium,0.8,0.3538118204774059,0.4384529551193515,0.5,0.5,0.1,0,1.1548850837843718,52.0,40-60 ans
369,CHAMBRE DE COMPTEURS MAURICE-DUPLESSIS,"6877 Boulevard  Maurice-Duplessis , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Chambre de compteur,R-D-P / P-A-T,1965.0,7.84,7.84,7.84,1.0,0.0,0.0,,0.5,0.5,30.87557123952584,Low,0.8,0.15774204416884552,0.3894355110422114,0.5,0.5,0.1,0,0.06106348813141875,59.0,40-60 ans
370,ÉDIFICE 390 DE COUR PORT-ROYAL,"390 Rue de Port-Royal E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,AHUNTSIC / CARTIERVILLE,1959.0,362.39,362.39,336.81,1.0,0.0,0.0,,0.5,0.5,46.47081866975992,Medium,0.8,0.4267288286568776,0.4566822071642194,0.5,0.5,0.1,0,3.3099413010848293,65.0,60-100 ans
371,MAISON PIERRE-CHARTRAND,"8000 Boulevard  Gouin E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,R-D-P / P-A-T,1790.0,442.18,163.74,355.99,1.0,1.0,0.0,,0.5,0.5,63.44308957768166,High,1.0,0.36946651027461086,0.6173666275686527,0.5,0.5,0.1,1,2.52719028995228,234.0,
372,L'ABRI DU RÉSERVOIR DU SOMMET,"1260 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Abri ouvert,VILLE-MARIE,1956.0,111.0,,111.0,1.0,0.0,0.0,,0.5,0.5,46.12523303327595,Medium,0.8,0.5,0.43538408427792424,0.5,0.5,0.1,0,0.9665526670969921,68.0,60-100 ans
373,CENTRE COMMUNAUTAIRE HENRI-JULIEN,"9300 Rue  Saint-Denis , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,AHUNTSIC / CARTIERVILLE,1952.0,1378.14,689.56,1263.15,1.0,1.0,0.0,,0.5,0.5,63.65956260466129,High,0.8,0.4732002364444663,0.5933000591111166,0.5,0.5,0.1,1,8.18231977521323,72.0,60-100 ans
374,GARDERIE BÉCASSINE (MAISON ALLEN),"201 Avenue  Mercier , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Garderie,MERCIER/HOCHELAGA/ MAISONNEUVE,1740.0,302.0,,235.0,2.0,1.0,0.0,,0.5,0.5,54.011291648298396,Medium,1.0,0.5,0.5033934428542627,0.5,0.5,0.2,1,3.8006204935496832,284.0,
375,STADE TENNIS CANADA ET CLOS JARRY,"285 Rue  Gary-Carter O, Montréal",LOCATAIRE,Installation externe,Sportif,Stade / gradins,VILLERAY/ST-MICHEL/PARC-EXTENS,1959.0,1032.57,0.0,839.8,3.0,0.0,0.0,,0.5,0.5,56.51669060642644,Medium,0.8,0.5,0.525,0.5,0.5,0.30000000000000004,0,0.0,65.0,60-100 ans
376,BAIN ST-DENIS,"7075 Rue  Saint-Hubert , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,ROSEMONT / PETITE-PATRIE,1910.0,1439.82,661.48,1119.2,2.0,1.0,0.0,,0.5,0.5,69.2831271378335,High,1.0,0.4701954619390218,0.6425488654847554,0.5,0.5,0.2,1,10.625830588521401,114.0,> 100 ans
377,CASERNE NO 37,"795 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,VILLERAY/ST-MICHEL/PARC-EXTENS,1932.0,1220.43,486.33,1092.56,2.0,1.0,0.0,,0.5,0.5,67.99457536658196,High,1.0,0.4479705245569214,0.6369926311392303,0.5,0.5,0.2,1,7.7447156575485465,92.0,60-100 ans
379,CHALET DU PARC D'AUTEUIL,"350 Rue  Sauvé E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1961.0,131.17,131.17,116.8,1.0,0.0,0.0,,0.5,0.5,42.22646036283109,Medium,0.8,0.35352214833306816,0.4383805370832671,0.5,0.5,0.1,0,1.1500475009842428,63.0,60-100 ans
380,CHALET DU PARC TURIN (PATAUG.),"7205 Rue  Chambord , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,VILLERAY/ST-MICHEL/PARC-EXTENS,1958.0,315.08,215.05,284.46,1.0,1.0,0.0,,0.5,0.5,44.28874212415488,Medium,0.8,0.38909237844120814,0.44727309461030207,0.5,0.5,0.1,1,1.9237215799189094,66.0,60-100 ans
