buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,priority_score,priority_level,score_age_risk,score_size_impact,score_energy_risk,score_climate_risk,score_social_vulnerability,score_floor_count_norm,score_has_basement,estimated_ges_reduction,building_age,age_category
98,MAISON DE LA CULT. MAISONN.(EX-CAS. 45),"4200 Rue  Ontario E, Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Maison de la culture,MERCIER/HOCHELAGA/ MAISONNEUVE,1907.0,2124.65,589.42,1906.3,3.0,1.0,1.0,,0.5,0.5,60.103204212180685,High,1.0,0.4618601767397499,0.5654650441849375,0.5,0.5,0.30000000000000004,1,8.332410158587146,117.0,> 100 ans
99,CHALET DU PARC MAISONNEUVE,"4601 Rue  Sherbrooke E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ROSEMONT / PETITE-PATRIE,1966.0,1660.48,833.84,1588.4,1.0,1.0,0.0,,0.5,0.5,49.96137154026968,Medium,0.8,0.48693387490087914,0.4717334687252198,0.5,0.5,0.1,1,7.867004711236746,58.0,40-60 ans
100,BIBLIOTHEQUE MAISONNEUVE,"4120 Rue  Ontario , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,MERCIER/HOCHELAGA/ MAISONNEUVE,1911.0,4855.66,1420.06,3681.5,2.0,1.0,1.0,,0.5,0.5,72.4858143738378,High,1.0,0.5254354025162723,0.6563588506290681,0.5,0.5,0.2,1,23.301723735607858,113.0,> 100 ans
101,BAIN MORGAN & CENTRE MORGAN,"1875 Avenue  Morgan , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Piscine intérieure,MERCIER/HOCHELAGA/ MAISONNEUVE,1916.0,2457.38,982.31,2141.6,2.0,1.0,0.0,,0.5,0.5,70.94049525537636,High,1.0,0.49878174264057357,0.6496954356601434,0.5,0.5,0.2,1,15.955058085082888,108.0,> 100 ans
103,CHALET DU PARC MORGAN,"4370 Rue  Sainte-Catherine E, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1931.0,137.08,137.03,118.63,1.0,0.0,0.0,,0.5,0.5,48.20629084894915,Medium,1.0,0.35666224799740975,0.48916556199935246,0.5,0.5,0.1,0,1.6757589240192818,93.0,60-100 ans
104,CASERNE NO 47 (MAIS.CULT.PETITE PATRIE),"2111 Rue  Saint-Zotique E, Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1931.0,3291.93,911.35,2941.5,3.0,1.0,1.0,,0.5,0.5,76.42394369052212,High,1.0,0.49336024606439816,0.6983400615160995,0.5,0.5,0.30000000000000004,1,15.910805376567431,93.0,60-100 ans
105,ÉDIFICE DU 1500 DES CARRIÈRES,"1500 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,ROSEMONT / PETITE-PATRIE,1929.0,12025.06,5227.64,10323.12,5.0,1.0,1.0,,0.5,0.5,69.25622516781775,High,1.0,0.6197314568346903,0.6049328642086726,0.5,0.5,0.5,1,79.05928095629564,95.0,60-100 ans
106,ÉDIFICE DU 1400-1402 DES CARRIÈRES,"1400 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,ROSEMONT / PETITE-PATRIE,1960.0,1414.21,934.62,1333.82,2.0,1.0,0.0,,0.5,0.5,50.43965168235184,Medium,0.8,0.49518324946698855,0.47379581236674717,0.5,0.5,0.2,1,8.856380843084185,64.0,60-100 ans
107,ÉDIFICE DU 1650 DES CARRIÈRES,"1610 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Espace à bureaux,ROSEMONT / PETITE-PATRIE,1960.0,3250.18,1731.51,2974.63,2.0,1.0,0.0,,0.5,0.5,53.0252296835414,Medium,0.8,0.5397792916711444,0.4849448229177861,0.5,0.5,0.2,1,16.79373620660752,64.0,60-100 ans
109,ÉDIFICE DU 1351 DES CARRIÈRES,"1351 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,ROSEMONT / PETITE-PATRIE,1956.0,335.62,335.62,304.1,1.0,0.0,0.0,,0.5,0.5,46.14968905452025,Medium,0.8,0.42118998594254253,0.45529749648563567,0.5,0.5,0.1,0,3.056138915410181,68.0,60-100 ans
110,CENTRE SPORTIF PÈRE-MARQUETTE,"1600 Rue  De Drucourt , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,ROSEMONT / PETITE-PATRIE,1960.0,7526.87,4080.15,7162.36,1.0,2.0,0.0,,0.5,0.5,56.620882000671315,Medium,0.8,0.6017970928793933,0.5004492732198483,0.5,0.5,0.1,1,40.83816204255929,64.0,60-100 ans
111,ÉDIFICE DU 1220 DES CARRIÈRES,"1220 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,ROSEMONT / PETITE-PATRIE,1958.0,880.09,438.3,514.3,1.0,1.0,0.0,,0.5,0.5,47.266932659327296,Medium,0.8,0.44046020054422,0.460115050136055,0.5,0.5,0.1,1,4.033368529492658,66.0,60-100 ans
113,"GARAGE, COUR DES CARRIÈRES","1350 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,ROSEMONT / PETITE-PATRIE,1956.0,5959.29,5908.01,5740.54,2.0,0.0,0.0,,0.5,0.5,58.17403012877426,Medium,0.8,0.6285857874917073,0.5071464468729269,0.5,0.5,0.2,0,59.92452559179441,68.0,60-100 ans
114,"GARAGE 1620, COUR DES CARRIÈRES","1620 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,ROSEMONT / PETITE-PATRIE,1956.0,2201.31,2201.31,2143.8,1.0,0.0,0.0,,0.5,0.5,54.032135967311405,Medium,0.8,0.5571464084651372,0.48928660211628433,0.5,0.5,0.1,0,21.541429802091955,68.0,60-100 ans
115,CHALET DU PARC SAINT-VICTOR (PATAUG.),"9175 Rue  Hochelaga , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1966.0,293.84,193.78,264.9,1.0,1.0,0.0,,0.5,0.5,43.853813278526275,Medium,0.8,0.38159072691627455,0.4453976817290687,0.5,0.5,0.1,1,1.7261832553091785,58.0,40-60 ans
117,"ENTREPÔT 1500, COUR DES CARRIÈRES","1500 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,ROSEMONT / PETITE-PATRIE,1969.0,211.82,117.09,201.57,2.0,0.0,0.0,,0.5,0.5,41.753750722586744,Medium,0.8,0.34536885376723037,0.4363422134418076,0.5,0.5,0.2,0,1.0218261954380252,55.0,40-60 ans
118,CHALET DU PARC PÈRE-MARQUETTE (PATAUG.),"1555 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,ROSEMONT / PETITE-PATRIE,1954.0,247.69,247.69,224.7,1.0,0.0,0.0,,0.5,0.5,44.87918798742194,Medium,0.8,0.3992763870556888,0.44981909676392223,0.5,0.5,0.1,0,2.228313841549118,70.0,60-100 ans
119,PATAUGEOIRE DU PARC DE LA BRUÈRE,"2150 Rue  Liébert , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MERCIER/HOCHELAGA/ MAISONNEUVE,,300.0,,300.0,,,,,0.5,0.5,50.2587434023707,Medium,0.7,0.5,0.4710314719774358,0.5,0.5,0.1,0,2.4729152278815376,,
120,CHALET DU PARC MONTCALM,"6855 Avenue  Papineau , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ROSEMONT / PETITE-PATRIE,1971.0,132.52,132.52,118.0,1.0,0.0,0.0,,0.5,0.5,42.26910718547143,Medium,0.8,0.35425772061186506,0.4385644301529663,0.5,0.5,0.1,0,1.1623711656774223,53.0,40-60 ans
121,CASERNE NO 27,"5353 Avenue  Gatineau , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1908.0,1639.37,680.63,1515.34,3.0,1.0,0.0,,0.5,0.5,75.20048976056523,High,1.0,0.4722581160686696,0.6930645290171674,0.5,0.5,0.30000000000000004,1,11.793012759623867,116.0,> 100 ans
125,STATION DE POMPAGE CHEMIN CDN (AQUE),"4160 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),VILLE-MARIE,1938.0,829.82,305.97,734.38,1.0,2.0,0.0,,0.5,0.5,51.56052034370194,Medium,1.0,0.4145159890338815,0.5036289972584703,0.5,0.5,0.1,1,3.8523841072793545,86.0,60-100 ans
127,STATION DE POMPAGE VINCENT-D'INDY (AQUE),"100 Avenue  Vincent-D'Indy , Outremont",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),OUTREMONT,1907.0,202.1,139.82,182.9,1.0,0.0,0.0,,0.5,0.5,30.896946426256036,Low,1.0,0.3581107233303727,0.4895276808325932,0.5,0.2,0.1,0,1.7111440083503293,117.0,> 100 ans
128,VOÛTE ET L'ANTENNE DE LA VILLE DE MTL,"1100 Voie  Camillien-Houde , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Station télécom,VILLE-MARIE,1954.0,398.1,266.92,398.1,1.0,0.0,0.0,,0.5,0.5,45.19175386357472,Medium,0.8,0.4046675224219684,0.45116688060549215,0.5,0.5,0.1,0,2.4085092754243593,70.0,60-100 ans
129,CHALET PARC MARTIN-LUTHER-KING (PATAU.),"3533 Avenue de Kent , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,244.75,257.9,224.24,1.0,0.0,0.0,,0.5,0.5,45.04803588192496,Medium,0.8,0.40218867507247863,0.4505471687681197,0.5,0.5,0.1,0,2.3239222965059616,70.0,60-100 ans
131,PAV.BAIGNEURS PARC MARTIN-LUTHER-KING,"6262 Chemin  Hudson , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,COTE-DES-NEIGES / N-D-DE-GRACE,1962.0,351.99,351.99,320.21,1.0,0.0,0.0,,0.5,0.5,46.348963269014945,Medium,0.8,0.4246270670422882,0.4561567667605721,0.5,0.5,0.1,0,3.211252406641076,62.0,60-100 ans
132,CHALET DU PARC MACKENZIE-KING (JEU EAU),"4905 Avenue  Saint-Kevin , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,257.89,257.78,230.3,1.0,0.0,0.0,,0.5,0.5,45.04609032362251,Medium,0.8,0.4021551180882659,0.4505387795220665,0.5,0.5,0.1,0,2.3227977317039663,70.0,60-100 ans
133,MAISON DU CITOYEN,"7501 Rue  François-Perrault , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VILLERAY/ST-MICHEL/PARC-EXTENS,1957.0,1884.12,628.04,1682.92,2.0,1.0,1.0,,0.5,0.5,63.26798906458893,High,0.8,0.4664463771097011,0.5916115942774253,0.5,0.5,0.2,1,7.431114913399883,67.0,60-100 ans
134,CHALET DU PARC MAURICE-CULLEN,"4770 Chemin  Circle , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1960.0,69.18,69.18,57.52,1.0,0.0,0.0,,0.5,0.5,39.56992462670485,Low,0.8,0.3077022273132312,0.42692555682830785,0.5,0.5,0.1,0,0.590694200427647,64.0,60-100 ans
135,CHALET DU PARC VAN HORNE (JEU D'EAU),"4900 Avenue  Van Horne , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1955.0,416.93,239.7,239.7,1.0,1.0,0.0,,0.5,0.5,44.74214567975139,Medium,0.8,0.396912681712505,0.4492281704281263,0.5,0.5,0.1,1,2.153599849032437,69.0,60-100 ans
137,BIBLIOTHEQUE BENNY,"3465 Avenue  Benny , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre communautaire et loisir,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,793.35,396.83,389.3,1.0,1.0,0.0,,0.5,0.5,61.34524667098003,High,0.8,0.4332829216294749,0.5833207304073686,0.5,0.5,0.1,1,4.629583308951122,70.0,60-100 ans
138,"EDIFICE MADISON, C.S.M. MADISON","2140 Avenue  Madison , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,COTE-DES-NEIGES / N-D-DE-GRACE,1960.0,7691.42,5159.06,7314.6,3.0,0.0,1.0,,0.5,0.5,63.40304328459081,High,0.8,0.6187757919222813,0.5546939479805704,0.5,0.5,0.30000000000000004,0,57.23398718537283,64.0,60-100 ans
142,BIBLIO ET CENTRE COMMUNAUTAIRE CDN-NORD,"6767 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre communautaire et loisir,COTE-DES-NEIGES / N-D-DE-GRACE,1976.0,8066.23,1064.81,7735.3,6.0,1.0,3.0,,0.5,0.5,71.2785957161235,High,0.6,0.5046132984512229,0.6511533246128057,0.5,0.5,0.6000000000000001,1,10.400318573714424,48.0,40-60 ans
143,INCINÉRATEUR DES CARRIÈRES (EX),"1266 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Industriel,Garage TP/Parcs/Imm./Ent.méc.,ROSEMONT / PETITE-PATRIE,1970.0,27908.02,4955.96,27013.1,6.0,1.0,4.0,,0.5,0.5,69.03230229432171,High,0.8,0.6158692357327505,0.6039673089331876,0.5,0.5,0.6000000000000001,1,59.86475648761042,54.0,40-60 ans
146,CHALET DU PARC CAMILLE,"9310 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1968.0,32.78,32.78,26.2,1.0,0.0,0.0,,0.5,0.5,36.50141649406173,Low,0.8,0.254776607539165,0.4136941518847913,0.5,0.5,0.1,0,0.2712178859756692,56.0,40-60 ans
148,CENTRE TRENHOLME,"6800 Rue  Sherbrooke O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Gymnase,COTE-DES-NEIGES / N-D-DE-GRACE,1960.0,1472.71,490.41,970.52,2.0,1.0,0.0,,0.5,0.5,47.7373523650603,Medium,0.8,0.4485739983259471,0.4621434995814868,0.5,0.5,0.2,1,4.532795872595139,64.0,60-100 ans
149,PAVILLON DES TRINITAIRES,"3150 Boulevard des Trinitaires , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,SUD-OUEST,1965.0,139.36,139.36,122.67,1.0,0.0,0.0,,0.5,0.5,54.074313895702886,Medium,0.8,0.35787389325722807,0.43946847331430705,0.5,0.7,0.1,0,1.2248865288216368,59.0,40-60 ans
150,CASERNE NO 04,"5260 Avenue  Van Horne , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1950.0,608.05,250.96,520.01,2.0,1.0,0.0,,0.5,0.5,59.428445090615725,Medium,0.8,0.4002219332796391,0.5750554833199097,0.5,0.5,0.2,1,2.8863184818792913,74.0,60-100 ans
151,CASERNE 34/BIBLIO&MAISON CULTURE N-D-G,"3755 Rue  Botrel , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1912.0,3225.42,1067.8,2806.09,3.0,0.0,1.0,,0.5,0.5,77.08812678209989,High,1.0,0.5048160741885784,0.7012040185471446,0.5,0.5,0.30000000000000004,0,18.718641275116024,112.0,> 100 ans
152,CENTRE COMMUNAUTAIRE N-D-G,"5311 Chemin de la Côte-Saint-Antoine , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,COTE-DES-NEIGES / N-D-DE-GRACE,1931.0,5174.01,,4502.18,5.0,1.0,2.0,,0.5,0.5,65.76371200331798,High,1.0,0.5,0.6047462997226889,0.5,0.5,0.5,1,78.22408505570475,93.0,60-100 ans
153,CASERNE NO 46,"4760 Avenue  Cumberland , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1930.0,617.88,254.57,519.81,2.0,1.0,0.0,,0.5,0.5,65.28592006949654,High,1.0,0.4012516454939974,0.6253129113734993,0.5,0.5,0.2,1,3.9796476962087928,94.0,60-100 ans
154,CENTRE GADBOIS,"5485 Chemin de la Côte-Saint-Paul , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,SUD-OUEST,1954.0,20608.02,6756.67,19561.3,3.0,1.0,0.0,,0.5,0.5,76.13053284693595,High,0.8,0.6382994966467799,0.559574874161695,0.5,0.7,0.30000000000000004,1,75.617255300042,70.0,60-100 ans
156,"CHEVALET D'ESTIVATION, C.S.M. MADISON","2160 Avenue  Madison , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,COTE-DES-NEIGES / N-D-DE-GRACE,1979.0,445.36,445.36,445.36,1.0,0.0,0.0,,0.5,0.5,41.536065026557026,Medium,0.6,0.44161421148495766,0.4104035528712394,0.5,0.5,0.1,0,2.7416598946010273,45.0,40-60 ans
157,CHALET DU PARC WILLIAM-HURST,"6230 Rue de Terrebonne , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1973.0,128.95,128.95,115.3,1.0,0.0,0.0,,0.5,0.5,42.155373789097354,Medium,0.8,0.35229604730617187,0.438074011826543,0.5,0.5,0.1,0,1.1297928765006544,51.0,40-60 ans
158,CHALET DU PARC LOYOLA,"4877 Avenue  Doherty , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1970.0,431.65,208.2,401.4,1.0,1.0,0.0,,0.5,0.5,44.15353231530102,Medium,0.8,0.3867602800325394,0.4466900700081349,0.5,0.5,0.1,1,1.8600174515138734,54.0,40-60 ans
159,CENTRE ST-DENIS,"5115 Rue  Rivard , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PLATEAU MONT-ROYAL,1967.0,2269.19,943.35,2130.5,2.0,1.0,1.0,,0.5,0.5,64.9730635691557,High,0.8,0.4958554974425267,0.5989638743606316,0.5,0.5,0.2,1,11.300651417562037,57.0,40-60 ans
160,CHALET DU PARC MACDONALD (JEU D'EAU.),"5355 Avenue  Clanranald , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,257.66,257.66,229.97,1.0,0.0,0.0,,0.5,0.5,45.044143862927484,Medium,0.8,0.4021215455395886,0.4505303863848972,0.5,0.5,0.1,0,2.3216731871186527,70.0,60-100 ans
162,CHALET DU PARC ROSEMARY-BROWN,"6665 Avenue  McLynn , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1958.0,288.17,189.82,260.4,1.0,1.0,0.0,,0.5,0.5,43.767615154907986,Medium,0.8,0.3801039819188186,0.4450259954797047,0.5,0.5,0.1,1,1.6894966892391508,66.0,60-100 ans
164,PAVILLON DU PARC N-D-G,"3501 Avenue  Marcil , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1931.0,358.3,205.32,313.6,1.0,1.0,0.0,,0.5,0.5,49.893132503770204,Medium,1.0,0.3857568881883135,0.4964392220470784,0.5,0.5,0.1,1,2.5482225267676535,93.0,60-100 ans
165,CHALET DU PARC GEORGES-ST-PIERRE,"999 Avenue d' Oxford , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,COTE-DES-NEIGES / N-D-DE-GRACE,1970.0,416.27,201.26,383.3,1.0,1.0,0.0,,0.5,0.5,44.0119537782426,Medium,0.8,0.3843183338174359,0.446079583454359,0.5,0.5,0.1,1,1.795559539320486,54.0,40-60 ans
167,CHALET DU PARC WARREN-ALLMAND,"4800 Avenue de Hampton , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,157.28,157.28,141.9,1.0,0.0,0.0,,0.5,0.5,42.98300377043742,Medium,0.8,0.36657100693233163,0.44164275173308293,0.5,0.5,0.1,0,1.3892314398515857,70.0,60-100 ans
171,STATION DE POMPAGE CRAIG (EX),"2000 Avenue  Viger E, Montréal",PROPRIÉTAIRE,Bâtiment vacant,Industriel,Entrepôt chauffé,VILLE-MARIE,1887.0,524.11,261.99,417.1,2.0,,0.0,,0.5,0.5,50.911588004606045,Medium,1.0,0.4033232058462736,0.5008308014615684,0.5,0.5,0.2,0,3.280316541872908,137.0,> 100 ans
173,ABRI FERMÉ,"2558 Boulevard de Maisonneuve E, Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,13.09,30.0,13.09,1.0,0.0,0.0,,0.5,0.5,33.24212067660039,Low,0.7,0.24856028230571212,0.387140070576428,0.5,0.5,0.1,0,0.2032485370526247,,
174,"MARCHE AUX FLEURS, SQUARE ST-LOUIS","3601 Avenue  Laval , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Kiosque,PLATEAU MONT-ROYAL,1932.0,37.0,,37.0,1.0,0.0,0.0,,0.5,0.5,49.65494513152203,Medium,1.0,0.5,0.46582431652570044,0.5,0.5,0.1,0,0.4308874927862729,92.0,60-100 ans
175,STATION COMPRESSEURS DE BIOGAZ NO.1 ET 2,"2235 Rue  Michel-Jurdant E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Salle compresseurs (gaz),VILLERAY/ST-MICHEL/PARC-EXTENS,2004.0,100.0,0.0,100.0,1.0,,,,0.5,0.5,36.224479556092135,Low,0.3,0.5,0.35000000000000003,0.5,0.5,0.1,0,0.0,20.0,< 20 ans
177,CASERNE 48 / ED.EMMANUEL-ARTHUR-DOUCET,"3616 Rue  Hochelaga , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,MERCIER/HOCHELAGA/ MAISONNEUVE,1931.0,3276.71,825.14,2680.5,4.0,1.0,1.0,,0.5,0.5,76.00739459313343,High,1.0,0.48617560838620616,0.6965439020965516,0.5,0.5,0.4,1,14.368655884398716,93.0,60-100 ans
179,CHALET DU PARC LALANCETTE,"2315 Rue  Nicolet , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1931.0,569.85,182.51,518.13,2.0,0.0,0.0,,0.5,0.5,49.401465816985336,Medium,1.0,0.3772766225362441,0.49431915563406104,0.5,0.5,0.2,0,2.2554547273693117,93.0,60-100 ans
181,CHALET DU PARC R-PRÉFONTAINE,"3150 Rue  Hochelaga , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1954.0,267.3,250.7,250.7,1.0,0.0,0.0,,0.5,0.5,44.9296759092403,Medium,0.8,0.40014720259139375,0.45003680064784846,0.5,0.5,0.1,0,2.2564845184483118,70.0,60-100 ans
182,CHALET DU PARC BEAUCLERK,"1855 Avenue  Émile-Legrand , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,MERCIER/HOCHELAGA/ MAISONNEUVE,1968.0,128.4,128.4,113.4,1.0,0.0,0.0,,0.5,0.5,42.137574548604675,Medium,0.8,0.3519890460554469,0.43799726151386176,0.5,0.5,0.1,0,1.124776967567597,56.0,40-60 ans
183,CENTRE ROSEMONT,"3131 Boulevard  Rosemont , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Bibliothèque,ROSEMONT / PETITE-PATRIE,1949.0,4229.03,1671.89,3545.1,3.0,1.0,1.0,,0.5,0.5,78.96825753354406,High,1.0,0.5372445641827542,0.7093111410456885,0.5,0.5,0.30000000000000004,1,29.64725509007191,75.0,60-100 ans
185,CHALET DU PARC C-S-CAMPBELL,"1275 Rue  Alexandre-DeSève , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,VILLE-MARIE,1968.0,128.4,128.4,112.6,1.0,0.0,0.0,,0.5,0.5,42.137574548604675,Medium,0.8,0.3519890460554469,0.43799726151386176,0.5,0.5,0.1,0,1.124776967567597,56.0,40-60 ans
186,CHALET DU PARC SAULT-AU-RÉCOLLET,"10550 Rue  De Saint-Firmin , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1968.0,177.22,128.4,159.8,1.0,0.0,0.0,,0.5,0.5,42.137574548604675,Medium,0.8,0.3519890460554469,0.43799726151386176,0.5,0.5,0.1,0,1.124776967567597,56.0,40-60 ans
188,RÉSERVOIR ROSEMONT,"6405 Avenue  16e , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),ROSEMONT / PETITE-PATRIE,1958.0,679.39,121.74,476.2,2.0,1.0,0.0,,0.5,0.5,41.9158274758104,Medium,0.8,0.3481643531579855,0.4370410882894964,0.5,0.5,0.2,1,1.064107641767266,66.0,60-100 ans
189,CHALET DU PARC DE L'UKRAINE (JEU D'EAU),"6041 Avenue  12e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1940.0,80.73,80.73,70.5,1.0,0.0,0.0,,0.5,0.5,46.007079098717895,Medium,1.0,0.3187302498198001,0.47968256245495006,0.5,0.5,0.1,0,0.9681193316747029,84.0,60-100 ans
190,CASERNE NO 09,"8100 Boulevard  Saint-Michel , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,2818.07,1140.23,2469.98,2.0,1.0,0.0,,0.5,0.5,65.76774708964922,High,0.8,0.5095621966032443,0.602390549150811,0.5,0.5,0.2,1,13.737275517164587,56.0,40-60 ans
191,CASERNE NO 29 (EX-POSTE 51),"5375 Avenue  1re , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1965.0,3759.63,1331.16,3548.36,3.0,1.0,0.0,,0.5,0.5,72.21471018402221,High,0.8,0.5207593982011139,0.6551898495502786,0.5,0.5,0.30000000000000004,1,17.443250402546976,59.0,40-60 ans
192,CASERNE NO 50,"6490 Avenue  30e , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1956.0,978.76,426.68,842.26,2.0,1.0,0.0,,0.5,0.5,61.648870440698715,High,0.8,0.4385198235687437,0.5846299558921859,0.5,0.5,0.2,1,4.988998191601557,68.0,60-100 ans
